,name,score,loot,num_dangers,num_players,expected_value,leader_score,prob_dying,extra,num_artifacts,round_number,decision
73,C,31,2,0,5,3.9642857142857144,31,0.0,3,0,4,1
77,C,31,2,1,4,4.111111111111111,31,0.07407407407407407,0,0,4,1
82,C,31,0,1,4,4.111111111111111,31,0.07407407407407407,0,0,5,1
85,C,31,3,0,2,4.0344827586206895,31,0.0,1,0,5,1
87,C,31,3,1,2,4.178571428571429,31,0.07142857142857142,1,0,5,0
0,A,0,0,0,0,0,0,0,0,0,1,1
5,A,0,0,0,5,4.275862068965517,0,0.0,0,1,1,1
10,A,0,0,1,5,4.428571428571429,0,0.07142857142857142,0,1,1,1
15,A,0,0,1,5,4.518518518518518,0,0.07407407407407407,2,1,1,1
20,A,0,0,2,3,4.6923076923076925,1,0.15384615384615385,0,1,1,1
23,A,0,2,2,3,4.6,1,0.16,1,1,1,0
28,A,8,0,2,3,4.6,1,0.16,1,1,2,1
33,A,8,0,1,5,4.275862068965517,8,0.06896551724137931,0,0,2,1
38,A,8,0,1,5,4.428571428571429,8,0.07142857142857142,0,1,2,1
43,A,8,1,1,5,4.333333333333333,8,0.07407407407407407,2,1,2,1
48,A,8,1,1,4,4.461538461538462,9,0.07692307692307693,1,0,2,1
52,A,8,2,1,4,4.44,9,0.08,2,0,2,1
56,A,8,2,2,3,4.625,9,0.16666666666666666,0,0,2,1
59,A,8,3,2,3,4.6521739130434785,9,0.17391304347826086,1,0,2,1
62,A,8,8,2,3,4.090909090909091,9,0.18181818181818182,3,0,2,1
65,A,8,8,3,3,4.285714285714286,9,0.2857142857142857,3,0,2,1
68,A,8,11,3,3,3.95,9,0.3,5,0,2,0
71,A,20,0,3,3,3.95,9,0.3,5,0,3,1
76,A,20,0,1,5,4.275862068965517,20,0.06896551724137931,0,0,3,1
81,A,20,0,1,5,4.428571428571429,20,0.07142857142857142,0,1,3,1
86,A,20,0,2,5,4.592592592592593,20,0.14814814814814814,0,1,3,1
91,A,20,0,2,5,4.615384615384615,20,0.15384615384615385,4,1,3,1
96,A,20,0,2,5,4.615384615384615,20,0.15384615384615385,4,1,4,1
101,A,20,0,1,5,4.275862068965517,26,0.06896551724137931,0,0,4,1
106,A,20,3,1,5,3.8214285714285716,26,0.07142857142857142,2,0,4,1
111,A,20,4,1,5,3.6296296296296298,26,0.07407407407407407,6,0,4,1
116,A,20,4,2,5,3.769230769230769,26,0.15384615384615385,6,0,4,1
121,A,20,4,2,5,3.8,26,0.16,9,0,4,0
138,A,28,0,2,5,3.8,26,0.16,9,0,5,1
143,A,28,0,1,4,4.275862068965517,28,0.06896551724137931,0,0,5,1
147,A,28,0,2,4,4.428571428571429,28,0.14285714285714285,0,0,5,1
151,A,28,0,3,4,4.592592592592593,28,0.2222222222222222,0,0,5,1
155,A,28,1,3,4,4.576923076923077,28,0.23076923076923078,1,0,5,1
2,C,0,0,0,0,0,0,0,0,0,1,1
7,C,0,2,0,5,3.793103448275862,0,0.0,4,0,1,1
11,C,0,6,0,4,3.3214285714285716,6,0.0,1,0,1,1
15,C,0,8,0,4,3.037037037037037,6,0.0,4,0,1,1
19,C,0,8,1,4,3.1538461538461537,6,0.07692307692307693,4,0,1,1
23,C,0,11,1,4,2.68,6,0.08,7,0,1,1
27,C,0,11,2,4,2.7916666666666665,6,0.16666666666666666,7,0,1,1
32,C,0,0,2,4,2.7916666666666665,6,0.16666666666666666,7,0,2,1
36,C,0,0,1,4,4.275862068965517,6,0.06896551724137931,0,0,2,1
40,C,0,7,1,2,3.892857142857143,6,0.07142857142857142,1,0,2,1
41,C,0,7,2,1,4.037037037037037,14,0.14814814814814814,0,0,2,1
42,C,0,9,2,1,4.115384615384615,14,0.15384615384615385,0,0,2,1
43,C,0,23,2,1,3.72,14,0.16,0,0,2,1
44,C,0,23,3,1,3.875,14,0.25,0,0,2,1
45,C,0,23,3,1,4.043478260869565,14,0.2608695652173913,0,1,2,0
48,C,28,0,3,1,4.043478260869565,14,0.2608695652173913,0,1,3,1
53,C,28,0,0,5,4.206896551724138,28,0.0,2,0,3,1
58,C,28,0,1,5,4.357142857142857,28,0.07142857142857142,2,0,3,1
63,C,28,0,1,4,4.407407407407407,28,0.07407407407407407,3,0,3,1
67,C,28,3,1,3,4.153846153846154,28,0.07692307692307693,2,0,3,1
70,C,28,3,2,3,4.32,28,0.16,2,0,3,1
73,C,28,3,3,3,4.5,28,0.25,2,0,3,0
78,C,33,0,3,3,4.5,28,0.25,2,0,4,1
82,C,33,0,1,4,4.275862068965517,33,0.06896551724137931,0,0,4,1
86,C,33,1,1,3,4.285714285714286,33,0.07142857142857142,1,0,4,0
102,C,35,0,1,3,4.285714285714286,33,0.07142857142857142,1,0,5,1
106,C,35,0,1,3,4.275862068965517,35,0.06896551724137931,0,0,5,1
109,C,35,0,1,2,4.428571428571429,35,0.07142857142857142,0,1,5,1
111,C,35,0,1,2,4.592592592592593,35,0.07407407407407407,0,2,5,1
113,C,35,0,2,2,4.769230769230769,35,0.15384615384615385,0,2,5,1
114,C,35,0,3,1,4.96,35,0.24,0,0,5,1
115,C,35,15,3,1,4.541666666666667,35,0.25,0,0,5,1
116,C,35,17,3,1,4.6521739130434785,35,0.2608695652173913,0,0,5,1
117,C,35,17,4,1,4.863636363636363,35,0.36363636363636365,0,0,5,1
118,C,35,20,4,1,4.9523809523809526,35,0.38095238095238093,0,0,5,1
3,D,0,0,0,0,0,0,0,0,0,1,1
8,D,0,0,0,5,4.206896551724138,0,0.0,2,0,1,1
13,D,0,0,1,4,4.357142857142857,2,0.07142857142857142,0,0,1,1
16,D,0,0,2,3,4.518518518518518,2,0.14814814814814814,0,0,1,1
19,D,0,0,2,3,4.6923076923076925,2,0.15384615384615385,0,1,1,1
22,D,0,1,2,3,4.68,2,0.16,2,1,1,0
28,D,8,0,2,3,4.68,2,0.16,2,1,2,1
33,D,8,0,1,5,4.275862068965517,8,0.06896551724137931,0,0,2,1
38,D,8,0,1,4,4.392857142857143,8,0.07142857142857142,1,0,2,1
42,D,8,0,2,4,4.555555555555555,8,0.14814814814814814,1,0,2,1
45,D,8,0,3,3,4.730769230769231,8,0.23076923076923078,0,0,2,1
48,D,8,3,3,3,4.48,8,0.24,2,0,2,1
51,D,8,4,3,3,4.458333333333333,8,0.25,4,0,2,1
54,D,8,6,3,3,4.3478260869565215,8,0.2608695652173913,5,0,2,1
56,D,8,6,3,2,4.545454545454546,11,0.2727272727272727,0,1,2,1
58,D,8,6,4,2,4.761904761904762,11,0.38095238095238093,0,1,2,1
60,D,8,7,4,2,4.85,11,0.4,1,1,2,1
64,D,8,0,4,2,4.85,11,0.4,1,1,3,1
69,D,8,0,1,5,4.275862068965517,11,0.06896551724137931,0,0,3,1
74,D,8,0,2,4,4.428571428571429,11,0.14285714285714285,0,0,3,1
78,D,8,0,3,4,4.592592592592593,11,0.2222222222222222,0,0,3,1
82,D,8,0,3,4,4.769230769230769,11,0.23076923076923078,0,1,3,1
85,D,8,0,4,3,4.96,16,0.32,0,0,3,1
88,D,8,0,5,3,5.166666666666667,16,0.4166666666666667,0,0,3,1
91,D,8,1,5,3,5.173913043478261,16,0.43478260869565216,2,0,3,1
94,D,8,1,5,3,5.409090909090909,16,0.45454545454545453,2,1,3,1
97,D,8,1,5,3,5.571428571428571,16,0.47619047619047616,4,1,3,1
101,D,8,0,5,3,5.571428571428571,16,0.47619047619047616,4,1,4,1
106,D,8,0,1,5,4.275862068965517,16,0.06896551724137931,0,0,4,1
111,D,8,0,2,5,4.428571428571429,16,0.14285714285714285,0,0,4,1
116,D,8,1,2,5,4.407407407407407,16,0.14814814814814814,0,0,4,1
121,D,8,4,2,5,3.923076923076923,16,0.15384615384615385,2,0,4,1
126,D,8,5,2,5,3.8,16,0.16,4,0,4,1
131,D,8,5,3,5,3.9583333333333335,16,0.25,4,0,4,1
136,D,8,5,4,5,4.130434782608695,16,0.34782608695652173,4,0,4,1
141,D,8,0,4,5,4.130434782608695,16,0.34782608695652173,4,0,5,1
146,D,8,0,0,5,4.275862068965517,16,0.0,0,1,5,1
150,D,8,0,0,4,4.428571428571429,17,0.0,0,1,5,1
154,D,8,0,1,4,4.592592592592593,17,0.07407407407407407,0,1,5,1
158,D,8,0,2,4,4.769230769230769,17,0.15384615384615385,0,1,5,1
162,D,8,1,2,4,4.76,17,0.16,1,1,5,1
166,D,8,2,2,3,4.833333333333333,17,0.16666666666666666,0,0,5,1
169,D,8,2,3,3,5.043478260869565,17,0.2608695652173913,0,0,5,1
172,D,8,5,3,3,4.7727272727272725,17,0.2727272727272727,2,0,5,1
175,D,8,7,3,3,4.666666666666667,17,0.2857142857142857,3,0,5,1
178,D,8,8,3,3,4.7,17,0.3,4,0,5,0
3,D,0,0,0,0,0,0,0,0,0,1,1
7,D,0,5,0,3,3.7586206896551726,0,0.0,0,0,1,1
9,D,0,5,1,2,3.892857142857143,5,0.07142857142857142,0,0,1,1
11,D,0,5,2,2,4.037037037037037,5,0.14814814814814814,0,0,1,1
13,D,0,5,3,2,4.1923076923076925,5,0.23076923076923078,0,0,1,1
14,D,0,5,3,1,4.36,5,0.24,0,1,1,1
15,D,0,5,4,1,4.541666666666667,5,0.3333333333333333,0,1,1,1
16,D,0,7,4,1,4.6521739130434785,5,0.34782608695652173,0,1,1,1
17,D,0,18,4,1,4.363636363636363,5,0.36363636363636365,0,1,1,0
21,D,23,0,4,1,4.363636363636363,5,0.36363636363636365,0,1,2,1
26,D,23,0,1,5,4.275862068965517,23,0.06896551724137931,0,0,2,1
31,D,23,0,2,5,4.428571428571429,23,0.14285714285714285,0,0,2,1
36,D,23,0,2,5,4.481481481481482,23,0.14814814814814814,3,0,2,1
41,D,23,2,2,4,4.230769230769231,23,0.15384615384615385,3,0,2,1
45,D,23,2,3,4,4.4,23,0.24,3,0,2,0
60,D,28,0,3,4,4.4,23,0.24,3,0,3,1
65,D,28,0,1,5,4.275862068965517,28,0.06896551724137931,0,0,3,1
70,D,28,0,1,4,4.428571428571429,28,0.07142857142857142,0,1,3,1
72,D,28,0,2,2,4.592592592592593,28,0.14814814814814814,0,1,3,1
74,D,28,0,3,2,4.769230769230769,28,0.23076923076923078,0,1,3,1
76,D,28,2,3,2,4.76,28,0.24,1,1,3,1
80,D,28,0,3,2,4.76,28,0.24,1,1,4,1
85,D,28,0,1,5,4.275862068965517,28,0.06896551724137931,0,0,4,1
90,D,28,1,1,5,4.25,28,0.07142857142857142,0,0,4,1
95,D,28,1,2,5,4.407407407407407,28,0.14814814814814814,0,0,4,1
100,D,28,3,2,5,4.076923076923077,28,0.15384615384615385,3,0,4,1
105,D,28,4,2,5,3.96,28,0.16,5,0,4,1
109,D,28,4,3,4,4.125,28,0.25,0,0,4,1
114,D,28,0,3,4,4.125,28,0.25,0,0,5,1
119,D,28,0,1,5,4.275862068965517,28,0.06896551724137931,0,0,5,1
123,D,28,0,2,4,4.428571428571429,28,0.14285714285714285,0,0,5,1
0,A,0,0,0,0,0,0,0,0,0,1,1
5,A,0,0,1,5,4.275862068965517,0,0.06896551724137931,0,0,1,1
10,A,0,1,1,4,4.25,0,0.07142857142857142,1,0,1,1
14,A,0,1,1,4,4.407407407407407,0,0.07407407407407407,1,1,1,1
18,A,0,1,2,4,4.576923076923077,0,0.15384615384615385,1,1,1,1
22,A,0,1,2,4,4.72,0,0.16,2,1,1,1
26,A,0,1,2,4,4.916666666666667,0,0.16666666666666666,2,2,1,1
30,A,0,2,2,4,4.956521739130435,0,0.17391304347826086,2,2,1,1
34,A,0,4,2,4,4.681818181818182,0,0.18181818181818182,5,2,1,1
38,A,0,7,2,4,4.238095238095238,0,0.19047619047619047,7,2,1,1
42,A,0,7,3,1,4.45,9,0.3,1,2,1,1
43,A,0,10,3,1,4.526315789473684,9,0.3157894736842105,1,2,1,1
44,A,0,17,3,1,4.388888888888889,9,0.3333333333333333,1,2,1,0
45,A,38,0,3,1,4.388888888888889,9,0.3333333333333333,1,2,2,1
50,A,38,0,0,5,4.241379310344827,38,0.0,1,0,2,1
55,A,38,0,1,5,4.392857142857143,38,0.07142857142857142,1,0,2,1
60,A,38,3,1,5,4.0,38,0.07407407407407407,1,0,2,1
65,A,38,6,1,3,3.730769230769231,38,0.07692307692307693,3,0,2,1
68,A,38,6,2,2,3.88,38,0.16,0,0,2,1
70,A,38,0,2,2,3.88,38,0.16,0,0,3,1
75,A,38,0,0,5,4.206896551724138,38,0.0,2,0,3,1
80,A,38,0,0,5,4.25,38,0.0,5,0,3,1
85,A,38,0,1,4,4.407407407407407,38,0.07407407407407407,0,0,3,1
89,A,38,0,1,4,4.407407407407407,38,0.07407407407407407,0,0,4,1
94,A,38,2,0,4,3.896551724137931,38,0.0,3,0,4,1
98,A,38,6,0,4,3.4285714285714284,38,0.0,4,0,4,1
102,A,38,6,0,4,3.5555555555555554,38,0.0,4,1,4,1
106,A,38,6,1,4,3.6923076923076925,38,0.07692307692307693,4,1,4,1
110,A,38,7,1,4,3.64,38,0.08,5,1,4,1
114,A,38,7,2,4,3.7916666666666665,38,0.16666666666666666,5,1,4,0
126,A,47,0,2,4,3.7916666666666665,38,0.16666666666666666,5,1,5,1
131,A,47,1,0,4,4.137931034482759,49,0.0,0,0,5,1
135,A,47,3,0,4,3.9642857142857144,49,0.0,1,0,5,1
139,A,47,3,1,4,4.111111111111111,49,0.07407407407407407,1,0,5,1
143,A,47,5,1,4,3.8461538461538463,49,0.07692307692307693,4,0,5,1
147,A,47,6,1,4,3.72,49,0.08,7,0,5,1
151,A,47,7,1,4,3.6666666666666665,49,0.08333333333333333,8,0,5,1
155,A,47,7,2,3,3.8260869565217392,49,0.17391304347826086,0,0,5,1
158,A,47,7,3,3,4.0,49,0.2727272727272727,0,0,5,1
161,A,47,7,3,3,4.190476190476191,49,0.2857142857142857,0,1,5,1
164,A,47,12,3,2,3.85,49,0.3,1,0,5,1
166,A,47,12,4,2,4.052631578947368,49,0.42105263157894735,1,0,5,0
1,B,0,0,0,0,0,0,0,0,0,1,1
6,B,0,0,1,5,4.275862068965517,0,0.06896551724137931,0,0,1,1
11,B,0,0,2,5,4.428571428571429,0,0.14285714285714285,0,0,1,1
16,B,0,0,2,5,4.555555555555555,0,0.14814814814814814,1,0,1,1
21,B,0,1,2,5,4.461538461538462,0,0.15384615384615385,3,0,1,1
26,B,0,1,3,5,4.64,0,0.24,3,0,1,0
43,B,4,0,3,5,4.64,0,0.24,3,0,2,1
48,B,4,1,0,5,4.0344827586206895,9,0.0,2,0,2,1
52,B,4,3,0,4,3.857142857142857,12,0.0,1,0,2,1
56,B,4,5,0,4,3.5925925925925926,12,0.0,4,0,2,1
60,B,4,6,0,4,3.4615384615384617,12,0.0,7,0,2,1
64,B,4,7,0,4,3.4,12,0.0,8,0,2,0
69,B,13,0,0,4,3.4,12,0.0,8,0,3,1
74,B,13,0,0,4,4.275862068965517,18,0.0,0,1,3,1
78,B,13,2,0,3,4.178571428571429,23,0.0,1,0,3,1
81,B,13,3,0,3,4.148148148148148,23,0.0,3,0,3,1
84,B,13,6,0,3,3.9615384615384617,23,0.0,3,0,3,1
87,B,13,13,0,2,3.52,27,0.0,1,0,3,1
89,B,13,13,1,2,3.6666666666666665,27,0.08333333333333333,1,0,3,0
93,B,27,0,1,2,3.6666666666666665,27,0.08333333333333333,1,0,4,1
98,B,27,3,0,5,3.689655172413793,35,0.0,2,0,4,1
103,B,27,3,0,4,3.8214285714285716,35,0.0,0,1,4,1
107,B,27,3,1,4,3.962962962962963,35,0.07407407407407407,0,1,4,0
125,B,40,0,1,4,3.962962962962963,35,0.07407407407407407,0,1,5,1
130,B,40,1,0,4,4.103448275862069,40,0.0,1,0,5,1
134,B,40,1,1,4,4.25,40,0.07142857142857142,1,0,5,1
4,E,0,0,0,0,0,0,0,0,0,1,1
9,E,0,0,1,5,4.275862068965517,0,0.06896551724137931,0,0,1,1
13,E,0,3,1,4,3.892857142857143,0,0.07142857142857142,3,0,1,1
16,E,0,3,2,3,4.037037037037037,6,0.14814814814814814,0,0,1,1
19,E,0,6,2,3,3.8461538461538463,6,0.15384615384615385,0,0,1,1
22,E,0,10,2,3,3.44,6,0.16,2,0,1,1
25,E,0,10,2,3,3.5,6,0.16666666666666666,4,0,1,1
28,E,0,10,2,3,3.652173913043478,6,0.17391304347826086,4,1,1,1
31,E,0,10,3,3,3.8181818181818183,6,0.2727272727272727,4,1,1,0
36,E,11,0,3,3,3.8181818181818183,6,0.2727272727272727,4,1,2,1
40,E,11,0,1,4,4.275862068965517,11,0.06896551724137931,0,0,2,0
45,E,11,0,1,4,4.275862068965517,11,0.06896551724137931,0,0,3,1
49,E,11,0,0,4,4.172413793103448,11,0.0,3,0,3,1
53,E,11,0,0,4,4.321428571428571,11,0.0,3,1,3,1
56,E,11,0,1,3,4.481481481481482,19,0.07407407407407407,0,0,3,1
59,E,11,1,1,3,4.461538461538462,19,0.07692307692307693,2,0,3,0
67,E,13,0,1,3,4.461538461538462,19,0.07692307692307693,2,0,4,1
72,E,13,0,0,5,4.241379310344827,19,0.0,1,0,4,1
76,E,13,2,0,4,4.0,19,0.0,3,0,4,1
80,E,13,2,1,4,4.148148148148148,19,0.07407407407407407,3,0,4,1
83,E,13,2,2,3,4.3076923076923075,19,0.15384615384615385,0,0,4,1
86,E,13,2,2,3,4.4,19,0.16,2,0,4,1
91,E,13,0,2,3,4.4,19,0.16,2,0,5,1
96,E,13,0,1,5,4.275862068965517,19,0.06896551724137931,0,0,5,1
99,E,13,5,1,3,3.892857142857143,19,0.07142857142857142,0,0,5,1
101,E,13,10,1,2,3.6296296296296298,24,0.07407407407407407,1,0,5,1
103,E,13,18,1,2,3.1153846153846154,24,0.07692307692307693,2,0,5,1
105,E,13,18,2,2,3.24,24,0.16,2,0,5,1
107,E,13,18,2,2,3.375,24,0.16666666666666666,2,1,5,0
3,D,0,0,0,0,0,0,0,0,0,1,1
8,D,0,2,0,5,3.793103448275862,0,0.0,4,0,1,1
13,D,0,2,0,5,3.7857142857142856,0,0.0,8,0,1,1
18,D,0,2,0,5,3.8518518518518516,0,0.0,10,0,1,0
35,D,12,0,0,5,3.8518518518518516,0,0.0,10,0,2,1
40,D,12,1,0,5,3.9655172413793105,12,0.0,4,0,2,1
44,D,12,4,0,4,3.642857142857143,12,0.0,1,0,2,1
47,D,12,6,0,3,3.5185185185185186,12,0.0,1,0,2,1
50,D,12,6,1,3,3.6538461538461537,12,0.07692307692307693,1,0,2,1
53,D,12,6,2,3,3.8,12,0.16,1,0,2,1
56,D,12,14,2,2,3.25,12,0.16666666666666666,1,0,2,1
58,D,12,14,3,2,3.391304347826087,12,0.2608695652173913,1,0,2,1
60,D,12,14,4,2,3.5454545454545454,12,0.36363636363636365,1,0,2,1
62,D,12,19,4,2,3.1904761904761907,12,0.38095238095238093,2,0,2,0
68,D,33,0,4,2,3.1904761904761907,12,0.38095238095238093,2,0,3,1
72,D,33,0,0,4,4.275862068965517,35,0.0,0,1,3,1
76,D,33,1,0,4,4.178571428571429,35,0.0,3,1,3,1
80,D,33,1,1,4,4.333333333333333,35,0.07407407407407407,3,1,3,1
84,D,33,1,1,4,4.5,35,0.07692307692307693,3,2,3,1
88,D,33,2,1,4,4.48,35,0.08,4,2,3,1
91,D,33,5,1,3,4.208333333333333,35,0.08333333333333333,2,0,3,0
104,D,40,0,1,3,4.208333333333333,35,0.08333333333333333,2,0,4,1
109,D,40,0,1,5,4.275862068965517,40,0.06896551724137931,0,0,4,1
114,D,40,0,1,5,4.285714285714286,40,0.07142857142857142,4,0,4,1
119,D,40,0,2,5,4.444444444444445,40,0.14814814814814814,4,0,4,1
124,D,40,0,2,5,4.538461538461538,40,0.15384615384615385,6,0,4,1
129,D,40,3,2,4,4.12,40,0.16,3,0,4,1
132,D,40,4,2,3,4.083333333333333,40,0.16666666666666666,2,0,4,1
136,D,40,0,2,3,4.083333333333333,40,0.16666666666666666,2,0,5,0
2,C,0,0,0,0,0,0,0,0,0,1,1
7,C,0,3,0,5,3.689655172413793,0,0.0,2,0,1,0
27,C,5,0,0,5,3.689655172413793,0,0.0,2,0,2,1
32,C,5,4,0,4,3.689655172413793,10,0.0,1,0,2,1
35,C,5,7,0,3,3.4285714285714284,10,0.0,2,0,2,1
38,C,5,7,1,3,3.5555555555555554,10,0.07407407407407407,2,0,2,1
41,C,5,11,1,2,3.3461538461538463,19,0.07692307692307693,1,0,2,1
43,C,5,11,1,2,3.48,19,0.08,1,1,2,1
44,C,5,11,2,1,3.625,19,0.16666666666666666,0,0,2,1
45,C,5,12,2,1,3.739130434782609,19,0.17391304347826086,0,0,2,1
46,C,5,19,2,1,3.590909090909091,19,0.18181818181818182,0,0,2,1
47,C,5,19,3,1,3.761904761904762,19,0.2857142857142857,0,0,2,0
50,C,24,0,3,1,3.761904761904762,19,0.2857142857142857,0,0,3,1
55,C,24,0,1,5,4.275862068965517,24,0.06896551724137931,0,0,3,1
60,C,24,0,1,5,4.275862068965517,24,0.06896551724137931,0,0,4,1
65,C,24,0,0,5,4.241379310344827,24,0.0,1,0,4,1
70,C,24,0,1,5,4.392857142857143,24,0.07142857142857142,1,0,4,0
92,C,25,0,1,5,4.392857142857143,24,0.07142857142857142,1,0,5,1
97,C,25,0,0,4,4.275862068965517,25,0.0,0,1,5,1
101,C,25,0,1,4,4.428571428571429,25,0.07142857142857142,0,1,5,1
105,C,25,0,2,4,4.592592592592593,25,0.14814814814814814,0,1,5,1
109,C,25,0,2,4,4.730769230769231,25,0.15384615384615385,1,1,5,1
2,C,0,0,0,0,0,0,0,0,0,1,1
6,C,0,2,0,4,3.896551724137931,0,0.0,3,0,1,1
10,C,0,2,1,4,4.035714285714286,0,0.07142857142857142,3,0,1,1
14,C,0,2,2,3,4.185185185185185,5,0.14814814814814814,0,0,1,1
17,C,0,2,2,3,4.346153846153846,5,0.15384615384615385,0,1,1,1
20,C,0,2,2,3,4.44,5,0.16,2,1,1,1
23,C,0,2,3,3,4.625,5,0.25,2,1,1,1
27,C,0,0,3,3,4.625,5,0.25,2,1,2,1
32,C,0,0,1,5,4.275862068965517,5,0.06896551724137931,0,0,2,1
37,C,0,0,2,5,4.428571428571429,5,0.14285714285714285,0,0,2,1
42,C,0,0,2,5,4.444444444444445,5,0.14814814814814814,4,0,2,1
47,C,0,2,2,5,4.115384615384615,5,0.15384615384615385,7,0,2,1
52,C,0,2,2,4,4.28,14,0.16,0,1,2,1
56,C,0,2,2,4,4.458333333333333,14,0.16666666666666666,0,2,2,1
59,C,0,2,3,3,4.6521739130434785,14,0.2608695652173913,0,0,2,1
62,C,0,2,3,3,4.818181818181818,14,0.2727272727272727,1,0,2,1
64,C,0,2,3,2,5.0476190476190474,14,0.2857142857142857,0,1,2,1
