,name,score,loot,num_dangers,num_players,expected_value,leader_score,prob_dying,extra,num_artifacts,round_number,decision
3,D,0,0,0,0,0,0,0,0,0,1,1
7,D,0,0,1,4,4.275862068965517,0,0.06896551724137931,0,0,1,1
9,D,0,2,1,2,4.285714285714286,0,0.07142857142857142,0,0,1,1
11,D,0,2,2,2,4.444444444444445,0,0.14814814814814814,0,0,1,1
13,D,0,5,2,2,4.346153846153846,0,0.15384615384615385,1,0,1,1
18,D,0,0,2,2,4.346153846153846,0,0.15384615384615385,1,0,2,1
23,D,0,3,0,5,3.7586206896551726,6,0.0,0,0,2,1
28,D,0,5,0,5,3.5,6,0.0,1,0,2,1
32,D,0,5,1,4,3.6296296296296298,6,0.07407407407407407,0,0,2,1
36,D,0,5,2,4,3.769230769230769,6,0.15384615384615385,0,0,2,1
40,D,0,6,2,4,3.64,6,0.16,3,0,2,1
45,D,0,0,2,4,3.64,6,0.16,3,0,3,1
49,D,0,0,0,4,4.275862068965517,6,0.0,0,1,3,0
60,D,5,0,0,4,4.275862068965517,6,0.0,0,1,4,1
65,D,5,2,0,5,3.793103448275862,11,0.0,4,0,4,1
70,D,5,3,0,5,3.75,11,0.0,4,0,4,1
74,D,5,3,1,4,3.888888888888889,11,0.07407407407407407,0,0,4,1
78,D,5,3,2,4,4.038461538461538,11,0.15384615384615385,0,0,4,1
82,D,5,3,3,4,4.2,11,0.24,0,0,4,1
86,D,5,5,3,4,3.9166666666666665,11,0.25,3,0,4,1
90,D,5,6,3,4,3.782608695652174,11,0.2608695652173913,6,0,4,0
95,D,17,0,3,4,3.782608695652174,11,0.2608695652173913,6,0,5,1
99,D,17,3,0,4,3.7586206896551726,17,0.0,3,0,5,1
103,D,17,4,0,4,3.642857142857143,17,0.0,6,0,5,1
106,D,17,5,0,3,3.6666666666666665,17,0.0,0,0,5,1
109,D,17,5,1,3,3.8076923076923075,17,0.07692307692307693,0,0,5,1
112,D,17,10,1,3,3.28,17,0.08,2,0,5,1
115,D,17,10,2,3,3.4166666666666665,17,0.16666666666666666,2,0,5,1
118,D,17,10,3,3,3.5652173913043477,17,0.2608695652173913,2,0,5,0
4,E,0,0,0,0,0,0,0,0,0,1,1
8,E,0,0,0,4,4.275862068965517,0,0.0,0,1,1,1
12,E,0,2,0,4,4.035714285714286,0,0.0,3,1,1,1
16,E,0,2,1,4,4.185185185185185,0,0.07407407407407407,3,1,1,1
17,E,0,2,2,1,4.346153846153846,3,0.15384615384615385,0,1,1,1
18,E,0,3,2,1,4.48,3,0.16,0,1,1,1
19,E,0,12,2,1,4.291666666666667,3,0.16666666666666666,0,1,1,1
20,E,0,27,2,1,3.8260869565217392,3,0.17391304347826086,0,1,1,0
25,E,32,0,2,1,3.8260869565217392,3,0.17391304347826086,0,1,2,1
29,E,32,2,0,4,3.896551724137931,32,0.0,3,0,2,1
33,E,32,2,1,4,4.035714285714286,32,0.07142857142857142,3,0,2,1
36,E,32,5,1,3,3.8518518518518516,32,0.07407407407407407,0,0,2,1
39,E,32,5,2,3,4.0,32,0.15384615384615385,0,0,2,1
42,E,32,5,3,3,4.16,32,0.24,0,0,2,1
45,E,32,10,3,3,3.7083333333333335,32,0.25,0,0,2,1
50,E,32,0,3,3,3.7083333333333335,32,0.25,0,0,3,1
54,E,32,0,1,4,4.275862068965517,32,0.06896551724137931,0,0,3,1
57,E,32,5,1,3,3.892857142857143,32,0.07142857142857142,0,0,3,1
60,E,32,5,1,3,4.037037037037037,32,0.07407407407407407,0,1,3,1
63,E,32,5,1,3,4.153846153846154,32,0.07692307692307693,1,1,3,1
66,E,32,5,2,3,4.32,32,0.16,1,1,3,1
69,E,32,5,3,3,4.5,32,0.25,1,1,3,1
72,E,32,6,3,3,4.478260869565218,32,0.2608695652173913,3,1,3,1
73,E,32,17,3,1,4.181818181818182,32,0.2727272727272727,0,1,3,1
74,E,32,26,3,1,3.9523809523809526,32,0.2857142857142857,0,1,3,1
79,E,32,0,3,1,3.9523809523809526,32,0.2857142857142857,0,1,4,1
84,E,32,0,1,5,4.275862068965517,32,0.06896551724137931,0,0,4,1
89,E,32,0,2,5,4.428571428571429,32,0.14285714285714285,0,0,4,1
94,E,32,0,2,5,4.428571428571429,32,0.14285714285714285,0,0,5,1
98,E,32,0,1,4,4.275862068965517,32,0.06896551724137931,0,0,5,1
102,E,32,0,2,4,4.428571428571429,32,0.14285714285714285,0,0,5,1
3,D,0,0,0,0,0,0,0,0,0,1,1
7,D,0,0,0,4,4.275862068965517,0,0.0,0,1,1,1
10,D,0,0,0,2,4.392857142857143,0,0.0,1,1,1,1
11,D,0,0,0,1,4.555555555555555,6,0.0,0,1,1,1
12,D,0,7,0,1,4.461538461538462,6,0.0,0,1,1,1
13,D,0,9,0,1,4.56,6,0.0,0,1,1,1
14,D,0,9,1,1,4.75,6,0.08333333333333333,0,1,1,1
15,D,0,9,2,1,4.956521739130435,6,0.17391304347826086,0,1,1,1
16,D,0,12,2,1,5.045454545454546,6,0.18181818181818182,0,1,1,1
20,D,0,0,2,1,5.045454545454546,6,0.18181818181818182,0,1,2,1
25,D,0,3,0,5,3.7586206896551726,6,0.0,0,0,2,1
28,D,0,7,0,3,3.4285714285714284,9,0.0,1,0,2,1
31,D,0,7,0,3,3.4814814814814814,9,0.0,3,0,2,1
34,D,0,7,1,2,3.6153846153846154,10,0.07692307692307693,0,0,2,1
36,D,0,10,1,2,3.48,10,0.08,1,0,2,1
38,D,0,10,2,2,3.625,10,0.16666666666666666,1,0,2,1
40,D,0,10,2,2,3.739130434782609,10,0.17391304347826086,2,0,2,1
42,D,0,12,2,2,3.6818181818181817,10,0.18181818181818182,3,0,2,1
44,D,0,12,2,2,3.857142857142857,10,0.19047619047619047,3,1,2,1
45,D,0,21,2,1,3.6,20,0.2,0,0,2,1
46,D,0,25,2,1,3.5789473684210527,20,0.21052631578947367,0,0,2,0
50,D,25,0,2,1,3.5789473684210527,20,0.21052631578947367,0,0,3,1
54,D,25,0,0,3,4.275862068965517,25,0.0,0,1,3,1
57,D,25,0,1,3,4.428571428571429,25,0.07142857142857142,0,1,3,1
59,D,25,5,1,2,4.185185185185185,25,0.07407407407407407,1,0,3,1
60,D,25,5,1,1,4.346153846153846,25,0.07692307692307693,0,1,3,0
64,D,40,0,1,1,4.346153846153846,25,0.07692307692307693,0,1,4,0
79,D,40,0,1,1,4.346153846153846,25,0.07692307692307693,0,1,5,1
84,D,40,0,1,5,4.275862068965517,40,0.06896551724137931,0,0,5,1
89,D,40,0,1,5,4.357142857142857,40,0.07142857142857142,2,0,5,1
94,D,40,0,2,5,4.518518518518518,40,0.14814814814814814,2,0,5,0
2,C,0,0,0,0,0,0,0,0,0,1,1
7,C,0,0,1,5,4.275862068965517,0,0.06896551724137931,0,0,1,1
12,C,0,2,1,5,4.035714285714286,0,0.07142857142857142,1,0,1,0
26,C,3,0,1,5,4.035714285714286,0,0.07142857142857142,1,0,2,1
31,C,3,0,0,5,4.275862068965517,7,0.0,0,1,2,1
36,C,3,0,1,4,4.428571428571429,7,0.07142857142857142,0,0,2,1
38,C,3,1,1,2,4.481481481481482,7,0.07407407407407407,1,0,2,1
40,C,3,1,2,2,4.653846153846154,7,0.15384615384615385,1,0,2,1
42,C,3,1,3,1,4.84,7,0.24,0,0,2,1
43,C,3,8,3,1,4.75,7,0.25,0,0,2,1
46,C,3,0,3,1,4.75,7,0.25,0,0,3,1
50,C,3,0,1,3,4.275862068965517,7,0.06896551724137931,0,0,3,1
53,C,3,1,1,3,4.25,7,0.07142857142857142,2,0,3,1
56,C,3,1,2,2,4.407407407407407,8,0.14814814814814814,0,0,3,1
57,C,3,8,2,1,4.3076923076923075,8,0.15384615384615385,0,0,3,1
58,C,3,25,2,1,3.8,8,0.16,0,0,3,1
59,C,3,40,2,1,3.3333333333333335,8,0.16666666666666666,0,0,3,1
60,C,3,40,3,1,3.4782608695652173,8,0.2608695652173913,0,0,3,0
63,C,43,0,3,1,3.4782608695652173,8,0.2608695652173913,0,0,4,1
68,C,43,1,0,5,4.0344827586206895,43,0.0,2,0,4,1
72,C,43,3,0,4,3.7857142857142856,43,0.0,3,0,4,1
76,C,43,3,0,3,3.925925925925926,43,0.0,0,1,4,1
78,C,43,3,0,1,4.076923076923077,43,0.0,0,2,4,1
79,C,43,3,1,1,4.24,43,0.08,0,2,4,1
80,C,43,3,2,1,4.416666666666667,43,0.16666666666666666,0,2,4,1
81,C,43,7,2,1,4.434782608695652,43,0.17391304347826086,0,2,4,1
82,C,43,7,3,1,4.636363636363637,43,0.2727272727272727,0,2,4,1
83,C,43,7,4,1,4.857142857142857,43,0.38095238095238093,0,2,4,1
84,C,43,9,4,1,5.0,43,0.4,0,2,4,1
85,C,43,10,4,1,5.2105263157894735,43,0.42105263157894735,0,2,4,0
88,C,73,0,4,1,5.2105263157894735,43,0.42105263157894735,0,2,5,1
93,C,73,0,1,5,4.275862068965517,73,0.06896551724137931,0,0,5,1
97,C,73,1,1,4,4.178571428571429,73,0.07142857142857142,3,0,5,1
101,C,73,1,2,3,4.333333333333333,73,0.14814814814814814,0,0,5,1
104,C,73,2,2,3,4.3076923076923075,73,0.15384615384615385,2,0,5,1
107,C,73,2,3,3,4.48,73,0.24,2,0,5,1
109,C,73,7,3,2,4.208333333333333,73,0.25,1,0,5,0
2,C,0,0,0,0,0,0,0,0,0,1,1
6,C,0,0,0,4,4.275862068965517,0,0.0,0,1,1,1
10,C,0,0,1,4,4.428571428571429,0,0.07142857142857142,0,1,1,1
14,C,0,0,1,4,4.592592592592593,0,0.07407407407407407,0,2,1,1
17,C,0,0,2,2,4.769230769230769,5,0.15384615384615385,0,0,1,1
19,C,0,3,2,1,4.84,5,0.16,0,0,1,1
20,C,0,3,3,1,5.041666666666667,5,0.25,0,0,1,1
21,C,0,14,3,1,4.782608695652174,5,0.2608695652173913,0,0,1,0
24,C,14,0,3,1,4.782608695652174,5,0.2608695652173913,0,0,2,1
28,C,14,0,1,4,4.275862068965517,14,0.06896551724137931,0,0,2,0
39,C,14,0,1,4,4.275862068965517,14,0.06896551724137931,0,0,3,1
43,C,14,1,0,4,4.0344827586206895,14,0.0,3,0,3,1
47,C,14,2,0,4,4.035714285714286,14,0.0,3,0,3,1
51,C,14,2,1,4,4.185185185185185,14,0.07407407407407407,3,0,3,1
55,C,14,2,1,3,4.3076923076923075,14,0.07692307692307693,1,0,3,1
58,C,14,2,1,2,4.48,14,0.08,0,1,3,1
60,C,14,2,2,2,4.666666666666667,14,0.16666666666666666,0,1,3,1
61,C,14,2,3,1,4.869565217391305,14,0.2608695652173913,0,0,3,1
62,C,14,4,3,1,5.0,14,0.2727272727272727,0,0,3,0
65,C,18,0,3,1,5.0,14,0.2727272727272727,0,0,4,1
70,C,18,2,0,3,4.0344827586206895,18,0.0,1,0,4,1
73,C,18,2,1,3,4.178571428571429,18,0.07142857142857142,1,0,4,1
76,C,18,2,2,3,4.333333333333333,18,0.14814814814814814,1,0,4,1
78,C,18,6,2,2,4.153846153846154,18,0.15384615384615385,1,0,4,1
80,C,18,13,2,2,3.72,18,0.16,2,0,4,1
83,C,18,0,2,2,3.72,18,0.16,2,0,5,1
88,C,18,0,1,5,4.275862068965517,18,0.06896551724137931,0,0,5,1
93,C,18,3,1,5,3.8214285714285716,18,0.07142857142857142,2,0,5,1
98,C,18,6,1,5,3.4074074074074074,18,0.07407407407407407,2,0,5,1
102,C,18,6,2,4,3.5384615384615383,18,0.15384615384615385,0,0,5,1
105,C,18,6,2,3,3.6,21,0.16,2,0,5,1
108,C,18,6,2,3,3.75,21,0.16666666666666666,2,1,5,1
111,C,18,7,2,3,3.782608695652174,21,0.17391304347826086,2,1,5,0
1,B,0,0,0,0,0,0,0,0,0,1,1
6,B,0,1,0,4,4.0344827586206895,0,0.0,3,0,1,1
10,B,0,1,1,4,4.178571428571429,0,0.07142857142857142,3,0,1,1
14,B,0,1,2,4,4.333333333333333,0,0.14814814814814814,3,0,1,1
18,B,0,5,2,4,3.8461538461538463,0,0.15384615384615385,4,0,1,1
21,B,0,5,3,3,4.0,9,0.24,0,0,1,1
24,B,0,8,3,3,3.7083333333333335,9,0.25,2,0,1,1
27,B,0,8,3,3,3.869565217391304,9,0.2608695652173913,2,1,1,1
30,B,0,8,3,3,4.0,9,0.2727272727272727,3,1,1,0
38,B,16,0,3,3,4.0,9,0.2727272727272727,3,1,2,1
43,B,16,0,1,5,4.275862068965517,16,0.06896551724137931,0,0,2,1
47,B,16,0,1,4,4.428571428571429,16,0.07142857142857142,0,1,2,1
51,B,16,0,1,3,4.592592592592593,16,0.07407407407407407,0,1,2,1
54,B,16,4,1,2,4.423076923076923,23,0.07692307692307693,1,0,2,1
56,B,16,7,1,2,4.32,23,0.08,2,0,2,1
58,B,16,9,1,2,4.333333333333333,23,0.08333333333333333,2,0,2,1
60,B,16,9,2,1,4.521739130434782,23,0.17391304347826086,0,0,2,1
61,B,16,9,2,1,4.7272727272727275,23,0.18181818181818182,0,1,2,1
62,B,16,16,2,1,4.619047619047619,23,0.19047619047619047,0,1,2,1
63,B,16,33,2,1,4.0,23,0.2,0,1,2,1
64,B,16,33,3,1,4.2105263157894735,23,0.3157894736842105,0,1,2,0
66,B,59,0,3,1,4.2105263157894735,23,0.3157894736842105,0,1,3,1
71,B,59,3,0,4,3.793103448275862,59,0.0,2,0,3,1
75,B,59,3,1,4,3.9285714285714284,59,0.07142857142857142,2,0,3,0
83,B,63,0,1,4,3.9285714285714284,59,0.07142857142857142,2,0,4,0
112,B,63,0,1,4,3.9285714285714284,59,0.07142857142857142,2,0,5,1
117,B,63,4,0,4,3.689655172413793,63,0.0,1,0,5,1
121,B,63,4,0,4,3.8214285714285716,63,0.0,1,1,5,1
125,B,63,4,1,4,3.962962962962963,63,0.07407407407407407,1,1,5,1
129,B,63,5,1,4,3.8461538461538463,63,0.07692307692307693,4,1,5,1
133,B,63,5,2,3,4.0,63,0.16,0,0,5,0
2,C,0,0,0,0,0,0,0,0,0,1,1
7,C,0,3,0,4,3.7586206896551726,0,0.0,3,0,1,1
11,C,0,3,1,4,3.892857142857143,0,0.07142857142857142,3,0,1,1
15,C,0,0,1,4,3.892857142857143,0,0.07142857142857142,3,0,2,1
20,C,0,0,1,5,4.275862068965517,0,0.06896551724137931,0,0,2,0
31,C,0,0,1,5,4.275862068965517,0,0.06896551724137931,0,0,3,1
36,C,0,3,0,5,3.689655172413793,1,0.0,2,0,3,1
40,C,0,3,0,3,3.75,5,0.0,2,0,3,1
43,C,0,3,1,3,3.888888888888889,5,0.07407407407407407,2,0,3,1
46,C,0,5,1,3,3.769230769230769,5,0.07692307692307693,3,0,3,1
49,C,0,5,2,3,3.92,5,0.16,3,0,3,1
52,C,0,5,3,3,4.083333333333333,5,0.25,3,0,3,1
55,C,0,12,3,2,3.608695652173913,8,0.2608695652173913,1,0,3,0
59,C,13,0,3,2,3.608695652173913,8,0.2608695652173913,1,0,4,1
64,C,13,0,0,4,4.275862068965517,18,0.0,0,1,4,1
68,C,13,0,1,4,4.428571428571429,18,0.07142857142857142,0,1,4,1
72,C,13,0,2,4,4.592592592592593,18,0.14814814814814814,0,1,4,1
76,C,13,1,2,4,4.576923076923077,18,0.15384615384615385,1,1,4,1
79,C,13,1,2,3,4.72,18,0.16,1,0,4,1
81,C,13,6,2,2,4.458333333333333,20,0.16666666666666666,1,0,4,1
83,C,13,6,3,2,4.6521739130434785,20,0.2608695652173913,1,0,4,1
85,C,13,6,4,1,4.863636363636363,20,0.36363636363636365,0,0,4,1
86,C,13,11,4,1,4.857142857142857,20,0.38095238095238093,0,0,4,1
87,C,13,15,4,1,4.9,20,0.4,0,0,4,1
88,C,13,22,4,1,4.7894736842105265,20,0.42105263157894735,0,0,4,0
91,C,35,0,4,1,4.7894736842105265,20,0.42105263157894735,0,0,5,1
96,C,35,2,0,5,3.8275862068965516,35,0.0,3,0,5,1
101,C,35,2,1,5,3.9642857142857144,35,0.07142857142857142,3,0,5,1
106,C,35,2,1,5,4.111111111111111,35,0.07407407407407407,3,1,5,1
111,C,35,2,1,5,4.269230769230769,35,0.07692307692307693,3,2,5,1
116,C,35,2,2,5,4.44,35,0.16,3,2,5,1
121,C,35,3,2,3,4.416666666666667,35,0.16666666666666666,2,0,5,1
124,C,35,7,2,3,4.0,35,0.17391304347826086,4,0,5,1
127,C,35,12,2,3,3.5,35,0.18181818181818182,4,0,5,1
129,C,35,12,3,2,3.6666666666666665,35,0.2857142857142857,0,0,5,1
131,C,35,12,4,2,3.85,35,0.4,0,0,5,1
132,C,35,19,4,1,3.6842105263157894,35,0.42105263157894735,0,0,5,1
3,D,0,0,0,0,0,0,0,0,0,1,1
8,D,0,1,0,5,4.103448275862069,0,0.0,0,0,1,1
13,D,0,1,0,5,4.107142857142857,0,0.0,4,0,1,1
18,D,0,1,1,5,4.2592592592592595,0,0.07407407407407407,4,0,1,1
23,D,0,5,1,4,3.769230769230769,5,0.07692307692307693,1,0,1,0
37,D,6,0,1,4,3.769230769230769,5,0.07692307692307693,1,0,2,0
66,D,6,0,1,4,3.769230769230769,5,0.07692307692307693,1,0,3,1
70,D,6,3,0,4,3.7586206896551726,20,0.0,3,0,3,1
74,D,6,3,1,4,3.892857142857143,20,0.07142857142857142,3,0,3,0
86,D,12,0,1,4,3.892857142857143,20,0.07142857142857142,3,0,4,1
90,D,12,0,0,4,4.241379310344827,23,0.0,1,0,4,1
94,D,12,0,0,4,4.392857142857143,23,0.0,1,1,4,1
98,D,12,1,0,4,4.296296296296297,23,0.0,4,1,4,1
102,D,12,1,0,4,4.384615384615385,23,0.0,6,1,4,1
105,D,12,1,1,3,4.56,23,0.08,0,0,4,1
108,D,12,1,1,2,4.75,23,0.08333333333333333,0,1,4,1
110,D,12,1,2,2,4.956521739130435,23,0.17391304347826086,0,1,4,1
112,D,12,1,2,2,5.181818181818182,23,0.18181818181818182,0,2,4,0
118,D,33,0,2,2,5.181818181818182,23,0.18181818181818182,0,2,5,1
123,D,33,0,1,5,4.275862068965517,33,0.06896551724137931,0,0,5,1
127,D,33,0,2,4,4.428571428571429,33,0.14285714285714285,0,0,5,1
130,D,33,4,2,3,4.074074074074074,33,0.14814814814814814,2,0,5,1
133,D,33,4,2,3,4.1923076923076925,33,0.15384615384615385,3,0,5,1
2,C,0,0,0,0,0,0,0,0,0,1,1
7,C,0,0,1,4,4.275862068965517,0,0.06896551724137931,0,0,1,1
11,C,0,2,1,4,4.035714285714286,0,0.07142857142857142,3,0,1,1
14,C,0,2,1,2,4.185185185185185,3,0.07407407407407407,0,1,1,1
16,C,0,4,1,2,4.153846153846154,3,0.07692307692307693,1,1,1,1
17,C,0,4,1,1,4.32,10,0.08,0,1,1,1
18,C,0,13,1,1,4.125,10,0.08333333333333333,0,1,1,1
19,C,0,13,2,1,4.304347826086956,10,0.17391304347826086,0,1,1,1
20,C,0,13,3,1,4.5,10,0.2727272727272727,0,1,1,0
23,C,18,0,3,1,4.5,10,0.2727272727272727,0,1,2,0
45,C,18,0,3,1,4.5,10,0.2727272727272727,0,1,3,1
48,C,18,0,1,3,4.275862068965517,18,0.06896551724137931,0,0,3,0
61,C,18,0,1,3,4.275862068965517,18,0.06896551724137931,0,0,4,1
66,C,18,0,1,5,4.275862068965517,18,0.06896551724137931,0,0,4,1
71,C,18,0,1,5,4.321428571428571,18,0.07142857142857142,3,0,4,0
82,C,19,0,1,5,4.321428571428571,18,0.07142857142857142,3,0,5,1
87,C,19,0,1,4,4.275862068965517,19,0.06896551724137931,0,0,5,1
91,C,19,1,1,4,4.178571428571429,19,0.07142857142857142,3,0,5,1
95,C,19,2,1,4,4.148148148148148,19,0.07407407407407407,4,0,5,1
99,C,19,4,1,4,3.9615384615384617,19,0.07692307692307693,5,0,5,1
103,C,19,4,1,4,4.12,19,0.08,5,1,5,1
106,C,19,4,1,3,4.291666666666667,23,0.08333333333333333,0,1,5,1
109,C,19,5,1,3,4.304347826086956,23,0.08695652173913043,1,1,5,1
112,C,19,7,1,3,4.181818181818182,23,0.09090909090909091,2,1,5,1
115,C,19,7,1,3,4.285714285714286,23,0.09523809523809523,4,1,5,0
3,D,0,0,0,0,0,0,0,0,0,1,1
7,D,0,0,1,4,4.275862068965517,0,0.06896551724137931,0,0,1,1
11,D,0,2,1,4,4.035714285714286,0,0.07142857142857142,3,0,1,0
28,D,5,0,1,4,4.035714285714286,0,0.07142857142857142,3,0,2,1
32,D,5,0,0,4,4.172413793103448,5,0.0,3,0,2,0
54,D,8,0,0,4,4.172413793103448,5,0.0,3,0,3,1
59,D,8,0,0,5,4.137931034482759,20,0.0,4,0,3,1
64,D,8,0,0,5,4.178571428571429,20,0.0,7,0,3,1
69,D,8,1,0,4,4.148148148148148,27,0.0,1,0,3,1
72,D,8,1,0,3,4.269230769230769,27,0.0,1,0,3,1
75,D,8,2,0,3,4.24,27,0.0,3,0,3,1
78,D,8,2,1,3,4.416666666666667,27,0.08333333333333333,3,0,3,1
80,D,8,5,1,2,4.304347826086956,27,0.08695652173913043,1,0,3,1
82,D,8,5,1,2,4.5,27,0.09090909090909091,1,1,3,1
84,D,8,11,1,2,4.095238095238095,27,0.09523809523809523,2,1,3,1
86,D,8,18,1,2,3.55,27,0.1,3,1,3,1
88,D,8,18,1,2,3.736842105263158,27,0.10526315789473684,3,2,3,0
92,D,32,0,1,2,3.736842105263158,27,0.10526315789473684,3,2,4,1
96,D,32,0,1,4,4.275862068965517,39,0.06896551724137931,0,0,4,1
99,D,32,5,1,3,3.8214285714285716,39,0.07142857142857142,2,0,4,1
102,D,32,5,2,2,3.962962962962963,39,0.14814814814814814,0,0,4,1
104,D,32,9,2,2,3.769230769230769,39,0.15384615384615385,1,0,4,1
106,D,32,9,3,2,3.92,39,0.24,1,0,4,1
108,D,32,12,3,2,3.7916666666666665,39,0.25,2,0,4,1
109,D,32,17,3,1,3.739130434782609,39,0.2608695652173913,0,0,4,1
110,D,32,24,3,1,3.590909090909091,39,0.2727272727272727,0,0,4,1
111,D,32,26,3,1,3.6666666666666665,39,0.2857142857142857,0,0,4,1
112,D,32,26,4,1,3.85,39,0.4,0,0,4,0
116,D,58,0,4,1,3.85,39,0.4,0,0,5,1
120,D,58,0,1,4,4.275862068965517,58,0.06896551724137931,0,0,5,1
123,D,58,4,1,3,3.9642857142857144,58,0.07142857142857142,1,0,5,1
126,D,58,7,1,3,3.7777777777777777,58,0.07407407407407407,1,0,5,1
129,D,58,7,1,3,3.8846153846153846,58,0.07692307692307693,2,0,5,0
2,C,0,0,0,0,0,0,0,0,0,1,1
6,C,0,1,0,4,4.137931034482759,0,0.0,0,0,1,1
10,C,0,6,0,3,3.75,1,0.0,0,0,1,1
12,C,0,14,0,2,3.259259259259259,6,0.0,1,0,1,1
14,C,0,20,0,2,2.8846153846153846,6,0.0,2,0,1,0
18,C,21,0,0,2,2.8846153846153846,6,0.0,2,0,2,1
22,C,21,0,1,4,4.275862068965517,21,0.06896551724137931,0,0,2,1
26,C,21,0,1,4,4.428571428571429,21,0.07142857142857142,0,1,2,1
31,C,21,0,1,4,4.428571428571429,21,0.07142857142857142,0,1,3,1
36,C,21,0,0,5,4.275862068965517,21,0.0,0,1,3,1
41,C,21,2,0,5,3.9285714285714284,21,0.0,4,1,3,1
44,C,21,2,1,3,4.074074074074074,21,0.07407407407407407,0,1,3,1
47,C,21,2,1,3,4.230769230769231,21,0.07692307692307693,0,2,3,1
50,C,21,2,2,2,4.4,43,0.16,0,0,3,1
52,C,21,2,3,2,4.583333333333333,43,0.25,0,0,3,1
54,C,21,8,3,2,4.217391304347826,43,0.2608695652173913,1,0,3,0
62,C,30,0,3,2,4.217391304347826,43,0.2608695652173913,1,0,4,1
67,C,30,0,1,5,4.275862068965517,43,0.06896551724137931,0,0,4,1
72,C,30,0,2,5,4.428571428571429,43,0.14285714285714285,0,0,4,1
77,C,30,2,2,5,4.185185185185185,43,0.14814814814814814,1,0,4,1
81,C,30,3,2,4,4.153846153846154,43,0.15384615384615385,1,0,4,1
84,C,30,3,3,2,4.32,43,0.24,1,0,4,1
86,C,30,3,3,2,4.5,43,0.25,1,1,4,1
88,C,30,6,3,2,4.391304347826087,43,0.2608695652173913,2,1,4,0
92,C,48,0,3,2,4.391304347826087,43,0.2608695652173913,2,1,5,1
96,C,48,0,1,4,4.275862068965517,48,0.06896551724137931,0,0,5,1
100,C,48,0,2,4,4.428571428571429,48,0.14285714285714285,0,0,5,1
103,C,48,5,2,3,3.962962962962963,48,0.14814814814814814,2,0,5,1
106,C,48,7,2,2,3.9615384615384617,50,0.15384615384615385,0,0,5,1
108,C,48,9,2,2,3.92,50,0.16,1,0,5,1
110,C,48,9,3,2,4.083333333333333,50,0.25,1,0,5,1
112,C,48,14,3,2,3.782608695652174,50,0.2608695652173913,2,0,5,0
0,A,0,0,0,0,0,0,0,0,0,1,1
5,A,0,0,1,5,4.275862068965517,0,0.06896551724137931,0,0,1,1
10,A,0,0,2,5,4.428571428571429,0,0.14285714285714285,0,0,1,1
15,A,0,1,2,4,4.333333333333333,0,0.14814814814814814,3,0,1,1
19,A,0,1,3,4,4.5,0,0.23076923076923078,3,0,1,1
23,A,0,1,4,4,4.68,0,0.32,3,0,1,1
27,A,0,0,4,4,4.68,0,0.32,3,0,2,0
45,A,0,0,4,4,4.68,0,0.32,3,0,3,1
50,A,0,1,0,4,4.103448275862069,24,0.0,1,0,3,1
54,A,0,2,0,4,4.0,24,0.0,4,0,3,1
58,A,0,2,1,4,4.148148148148148,24,0.07407407407407407,4,0,3,1
62,A,0,2,2,4,4.3076923076923075,24,0.15384615384615385,4,0,3,1
66,A,0,2,3,4,4.48,24,0.24,4,0,3,1
70,A,0,0,3,4,4.48,24,0.24,4,0,4,1
75,A,0,0,1,5,4.275862068965517,24,0.06896551724137931,0,0,4,1
80,A,0,0,2,5,4.428571428571429,24,0.14285714285714285,0,0,4,1
85,A,0,0,3,4,4.592592592592593,24,0.2222222222222222,0,0,4,1
89,A,0,0,3,4,4.730769230769231,24,0.23076923076923078,1,0,4,1
93,A,0,1,3,4,4.64,24,0.24,4,0,4,0
100,A,5,0,3,4,4.64,24,0.24,4,0,5,1
105,A,5,0,1,4,4.275862068965517,24,0.06896551724137931,0,0,5,1
109,A,5,0,2,4,4.428571428571429,24,0.14285714285714285,0,0,5,1
113,A,5,0,3,3,4.592592592592593,24,0.2222222222222222,0,0,5,1
116,A,5,0,4,3,4.769230769230769,24,0.3076923076923077,0,0,5,1
119,A,5,1,4,2,4.84,24,0.32,1,0,5,1
121,A,5,6,4,2,4.583333333333333,24,0.3333333333333333,2,0,5,1
123,A,5,10,4,1,4.608695652173913,24,0.34782608695652173,0,0,5,1
124,A,5,27,4,1,4.045454545454546,24,0.36363636363636365,0,0,5,1
125,A,5,32,4,1,4.0,24,0.38095238095238093,0,0,5,1
126,A,5,32,5,1,4.2,24,0.5,0,0,5,1
127,A,5,34,5,1,4.315789473684211,24,0.5263157894736842,0,0,5,0
3,D,0,0,0,0,0,0,0,0,0,1,1
6,D,0,3,0,3,3.9655172413793105,0,0.0,0,0,1,1
9,D,0,3,1,3,4.107142857142857,0,0.07142857142857142,0,0,1,1
12,D,0,3,1,3,4.2592592592592595,0,0.07407407407407407,0,1,1,1
15,D,0,4,1,3,4.230769230769231,0,0.07692307692307693,2,1,1,0
29,D,11,0,1,3,4.230769230769231,0,0.07692307692307693,2,1,2,1
33,D,11,1,0,4,4.0344827586206895,21,0.0,3,0,2,1
37,D,11,1,1,4,4.178571428571429,21,0.07142857142857142,3,0,2,1
41,D,11,1,2,4,4.333333333333333,21,0.14814814814814814,3,0,2,1
45,D,11,2,2,4,4.230769230769231,21,0.15384615384615385,6,0,2,1
49,D,11,4,2,4,3.96,21,0.16,9,0,2,0
